A	6	3
A	11	1
A	17	5
A	21	4
A	26	5
A	32	1
A	37	3
A	42	2
A	47	3
A	51	2
A	55	5
A	61	4
A	66	3
A	70	2
A	76	1
A	82	2
A	88	4
A	92	3
A	98	5
A	103	5
A	109	2
A	115	4
A	119	5
A	123	2
A	129	4
A	135	5
A	140	3
A	144	5
A	150	2
A	155	4
A	160	1
A	166	3
A	170	2
A	175	3
A	180	4
A	186	1
A	192	5
A	197	1
A	201	2
A	205	4
A	209	4
A	213	5
A	217	1
A	222	2
A	228	4
A	232	5
A	238	4
A	244	4
A	250	3
A	254	2
A	258	1
A	263	4
A	267	1
A	271	2
A	277	2
A	283	1
A	289	3
A	293	5
A	299	4
A	303	3
A	308	1
A	314	2
A	320	3
A	324	5
A	330	3
A	336	1
A	340	5
A	345	1
A	349	2
A	354	3
A	359	3
A	363	4
A	369	5
A	374	4
A	380	4
A	386	2
A	392	1
A	396	4
A	400	2
A	404	1
A	409	5
A	413	3
A	419	4
A	424	2
A	430	1
A	435	2
A	441	1
A	445	2
A	449	5
A	453	5
A	458	5
A	464	5
A	468	4
A	472	4
A	477	3
A	483	4
A	487	4
A	493	2
A	497	3
A	502	5
A	508	2
A	514	2
A	520	5
A	525	2
A	530	4
A	536	4
A	540	5
A	545	3
A	549	1
A	553	4
A	558	3
A	563	4
A	569	1
A	573	4
A	577	2
A	583	2
A	589	4
A	594	3
A	598	3
A	603	3
A	609	5
A	614	3
A	620	2
A	624	4
A	629	2
A	635	5
A	641	1
A	645	2
A	650	2
A	656	4
A	661	3
A	665	2
A	671	4
A	677	2
A	682	5
A	688	2
A	693	5
A	699	3
A	705	1
A	709	5
A	715	4
A	719	5
A	723	4
A	728	1
A	734	1
A	739	2
A	743	3
A	748	3
A	754	5
A	760	5
A	766	5
A	771	3
A	777	1
A	783	5
A	788	3
A	793	1
A	798	4
A	804	4
A	809	2
A	814	5
A	819	3
A	823	5
A	828	1
A	832	2
A	838	1
A	844	3
A	850	5
A	854	2
A	860	2
A	866	4
A	872	1
A	876	4
A	880	4
A	886	1
A	892	2
A	897	4
A	901	3
A	906	5
A	910	3
A	915	2
A	919	1
A	924	2
A	930	5
A	934	5
A	938	5
A	942	1
A	948	5
A	953	4
A	958	3
A	964	4
A	969	1
A	973	2
A	979	1
A	985	5
A	991	5
A	995	5
A	999	5
A	1004	1
A	1010	3
A	1014	3
A	1019	1
A	1025	4
A	1031	1
A	1035	1
A	1041	3
A	1047	5
A	1053	1
A	1058	5
A	1063	3
A	1069	2
A	1074	3
A	1078	4
A	1082	2
A	1088	3
A	1094	2
A	1100	1
A	1106	1
A	1110	5
A	1116	1
A	1121	4
A	1126	1
A	1132	3
A	1137	1
A	1143	5
A	1148	5
A	1154	1
A	1160	5
A	1166	3
A	1171	2
A	1176	4
A	1181	5
A	1186	5
A	1192	3
A	1197	3
A	1202	2
A	1207	3
A	1212	1
A	1216	3
A	1221	4
A	1225	5
A	1230	2
A	1234	3
A	1238	5
A	1242	3
A	1247	4
A	1252	1
A	1258	3
A	1262	2
A	1268	2
A	1273	1
A	1278	1
A	1283	2
A	1289	2
A	1294	2
A	1298	3
A	1302	1
A	1306	5
A	1312	4
A	1318	2
A	1324	5
A	1328	4
A	1333	4
A	1338	3
A	1344	1
A	1348	5
A	1354	1
A	1359	5
A	1363	4
A	1369	3
A	1374	1
A	1378	4
A	1382	5
A	1387	1
A	1392	5
A	1397	2
A	1401	1
A	1406	1
A	1410	2
A	1414	3
A	1418	3
A	1422	2
A	1427	2
A	1433	3
A	1438	3
A	1442	2
A	1448	2
A	1452	5
A	1457	1
A	1462	3
A	1466	1
A	1472	3
A	1478	5
A	1482	3
A	1487	5
A	1493	4
A	1497	4
A	1503	1
A	1509	4
A	1514	4
A	1518	3
A	1522	2
A	1527	1
A	1531	1
A	1537	1
A	1541	5
A	1546	4
A	1550	4
A	1555	2
A	1560	5
A	1566	5
A	1570	4
A	1574	1
A	1580	4
A	1586	1
A	1591	2
A	1596	1
A	1602	3
A	1608	3
A	1612	4
A	1616	4
A	1620	4
A	1626	4
A	1632	3
A	1638	1
A	1642	3
A	1648	1
A	1654	2
A	1658	4
A	1664	1
A	1668	5
A	1673	1
A	1677	5
A	1681	1
A	1685	4
A	1691	5
A	1697	1
A	1702	2
A	1706	5
A	1710	4
A	1714	3
A	1720	2
A	1725	3
A	1731	2
A	1737	1
A	1741	5
A	1745	3
A	1750	4
A	1756	3
A	1760	2
A	1765	5
A	1769	4
A	1774	5
A	1779	2
A	1783	1
A	1789	3
A	1793	4
A	1799	4
A	1803	4
A	1808	2
A	1812	1
A	1818	3
A	1824	4
A	1829	5
A	1833	3
A	1837	1
A	1842	5
A	1846	3
A	1852	3
A	1856	4
A	1861	5
A	1867	1
A	1873	3
A	1879	4
A	1885	3
A	1891	1
A	1897	5
A	1901	1
A	1906	4
A	1911	1
A	1916	4
A	1920	3
A	1926	3
A	1931	4
A	1935	4
A	1941	3
A	1947	5
A	1953	1
A	1958	4
A	1962	4
A	1966	3
A	1972	4
A	1976	2
A	1981	3
A	1987	1
A	1993	4
A	1999	4
A	2004	1
A	2010	4
A	2015	1
A	2020	3
A	2024	4
A	2030	2
A	2036	4
A	2041	5
A	2046	4
A	2050	5
A	2055	2
A	2059	1
A	2065	2
A	2070	1
A	2074	2
A	2079	2
A	2085	1
A	2089	3
A	2095	4
A	2101	2
A	2105	3
A	2111	2
A	2116	5
A	2121	1
A	2126	3
A	2131	4
A	2137	2
A	2141	2
A	2146	5
A	2150	3
A	2156	4
A	2161	1
A	2165	2
A	2171	2
A	2175	2
A	2179	2
A	2184	1
A	2189	5
A	2193	4
A	2199	3
A	2204	3
A	2208	5
A	2213	5
A	2219	2
A	2224	5
A	2230	4
A	2235	4
A	2240	1
A	2244	4
A	2250	1
A	2256	5
A	2262	2
A	2266	5
A	2271	2
A	2276	4
A	2281	4
A	2287	1
A	2293	4
A	2297	5
A	2303	5
A	2307	5
A	2312	4
A	2316	2
A	2322	3
A	2326	4
A	2332	5
A	2338	4
A	2344	1
A	2348	5
A	2353	2
A	2359	4
A	2363	5
A	2368	5
A	2373	1
A	2377	5
A	2381	1
A	2385	1
A	2389	5
A	2395	4
A	2401	5
A	2407	1
A	2412	5
A	2417	1
A	2422	2
A	2427	5
A	2432	4
A	2436	4
A	2441	3
A	2446	5
A	2451	4
A	2457	1
A	2462	4
A	2467	5
A	2472	1
A	2477	1
A	2483	2
A	2489	3
A	2495	1
A	2501	1
A	2506	5
A	2510	4
A	2514	4
A	2518	1
A	2522	5
A	2526	4
A	2530	5
A	2534	1
A	2538	2
A	2543	2
A	2548	3
A	2552	5
A	2558	2
A	2562	3
A	2566	5
A	2572	1
A	2577	4
A	2581	2
A	2585	3
A	2590	2
A	2594	4
A	2598	3
A	2604	3
A	2608	3
A	2613	1
A	2617	5
A	2622	2
A	2628	4
A	2634	3
A	2639	1
A	2645	4
A	2649	3
A	2654	5
A	2660	4
A	2666	5
A	2672	3
A	2676	5
A	2681	4
A	2685	2
A	2690	4
A	2695	2
A	2700	4
A	2706	3
A	2710	3
A	2716	1
A	2720	4
A	2726	3
A	2730	1
A	2734	1
A	2738	5
A	2743	4
A	2748	1
A	2753	1
A	2759	3
A	2764	3
A	2770	3
A	2775	2
A	2781	1
A	2785	1
A	2790	5
A	2795	1
A	2800	3
A	2805	1
A	2811	3
A	2817	5
A	2821	2
A	2827	2
A	2833	5
A	2838	4
A	2842	1
A	2847	1
A	2851	4
A	2856	1
A	2862	5
A	2866	3
A	2871	5
A	2875	5
A	2879	4
A	2883	4
A	2889	1
A	2893	2
A	2898	4
A	2902	2
A	2906	5
A	2911	5
A	2916	1
A	2922	5
A	2928	4
A	2934	1
A	2938	4
A	2942	1
A	2948	4
A	2954	5
A	2958	2
A	2963	3
A	2967	1
A	2973	5
A	2978	2
A	2982	5
A	2987	1
A	2992	1
A	2997	1
A	3002	5
A	3006	2
A	3010	5
A	3014	1
A	3018	4
A	3023	2
A	3029	4
A	3034	2
A	3038	2
A	3043	3
A	3047	5
A	3052	3
A	3056	2
A	3060	5
A	3065	5
A	3070	1
A	3076	5
A	3080	2
A	3085	3
A	3090	5
A	3094	1
A	3098	1
A	3104	5
A	3108	3
A	3114	5
A	3118	3
A	3122	3
A	3126	1
A	3130	4
A	3136	5
A	3142	2
A	3148	4
A	3154	2
A	3158	1
A	3162	3
A	3167	3
A	3172	5
A	3176	2
A	3181	3
A	3185	2
A	3191	4
A	3195	3
A	3200	2
A	3205	2
A	3210	2
A	3216	1
A	3221	2
A	3225	5
A	3229	5
A	3235	4
A	3239	2
A	3243	4
A	3248	3
A	3254	2
A	3260	3
A	3265	3
A	3271	1
A	3276	1
A	3281	3
A	3286	4
A	3291	1
A	3295	2
A	3300	5
A	3306	5
A	3312	2
A	3316	3
A	3321	4
A	3326	3
A	3332	1
A	3337	3
A	3343	3
A	3347	3
A	3351	2
A	3355	4
A	3361	4
A	3366	1
A	3370	3
A	3374	1
A	3378	4
A	3382	3
A	3388	4
A	3394	4
A	3399	1
A	3404	2
A	3408	1
A	3414	4
A	3420	2
A	3424	4
A	3430	1
A	3434	2
A	3440	1
A	3444	4
A	3448	2
A	3454	2
A	3460	4
A	3465	1
A	3471	1
A	3477	2
A	3481	1
A	3486	4
A	3490	3
A	3495	1
A	3500	1
A	3505	5
A	3511	3
A	3517	4
A	3521	5
A	3527	5
A	3533	3
A	3538	3
A	3543	4
A	3547	3
A	3553	5
A	3558	2
A	3562	1
A	3566	4
A	3571	2
A	3575	4
A	3581	1
A	3585	1
A	3591	5
A	3597	4
A	3602	5
A	3607	3
A	3613	1
A	3619	4
A	3624	4
A	3629	2
A	3633	5
A	3638	3
A	3643	5
A	3648	1
A	3652	3
A	3657	5
A	3663	5
A	3669	3
A	3674	4
A	3678	3
A	3684	2
A	3690	3
A	3694	5
A	3698	5
A	3702	5
A	3706	3
A	3710	4
A	3715	4
A	3719	4
A	3724	3
A	3728	5
A	3732	2
A	3738	2
A	3743	1
A	3749	4
A	3753	3
A	3757	2
A	3762	4
A	3766	2
A	3771	1
A	3777	5
A	3781	1
A	3785	3
A	3791	5
A	3796	3
A	3802	1
A	3807	3
A	3812	4
A	3816	1
A	3822	1
A	3826	2
A	3830	4
A	3835	4
A	3840	1
A	3844	5
A	3848	1
A	3854	2
A	3858	5
A	3862	1
A	3866	4
A	3871	4
A	3876	5
A	3881	1
A	3886	4
A	3890	4
A	3896	2
A	3902	2
A	3908	3
A	3913	2
A	3917	2
A	3922	3
A	3927	4
A	3932	1
A	3936	3
A	3940	3
A	3946	2
A	3951	2
A	3956	1
A	3962	5
A	3966	3
A	3972	1
A	3978	2
A	3984	4
A	3988	1
A	3992	3
A	3996	1
A	4002	5
A	4006	5
A	4010	1
A	4016	3
A	4021	3
A	4026	3
A	4031	3
A	4036	2
A	4041	3
A	4045	5
A	4049	4
A	4054	3
A	4059	2
A	4064	5
A	4068	3
A	4072	2
A	4078	4
A	4083	1
A	4087	3
A	4092	4
A	4097	2
A	4101	1
A	4106	2
A	4111	2
A	4116	2
A	4122	1
A	4128	5
A	4132	1
A	4136	5
A	4140	4
A	4146	4
A	4151	1
A	4157	4
A	4163	3
A	4168	1
A	4172	4
A	4176	2
A	4181	5
A	4187	4
A	4192	4
A	4197	1
A	4203	5
A	4209	4
A	4215	3
A	4221	1
A	4226	1
A	4232	5
A	4236	3
A	4240	2
A	4244	1
A	4248	1
A	4254	3
A	4260	1
A	4266	2
A	4271	4
A	4276	4
A	4281	2
A	4285	2
A	4289	3
A	4293	5
A	4298	4
A	4303	5
A	4309	4
A	4315	1
A	4319	5
A	4323	2
A	4329	3
A	4335	1
A	4340	1
A	4346	5
A	4350	1
A	4355	4
A	4360	1
A	4364	1
A	4370	3
A	4376	5
A	4382	3
A	4387	3
A	4391	2
A	4395	2
A	4401	4
A	4406	3
A	4410	5
A	4416	2
A	4421	3
A	4425	1
A	4431	3
A	4437	4
A	4443	5
A	4447	2
A	4452	5
A	4457	2
A	4461	3
A	4465	3
A	4471	1
A	4476	5
A	4480	1
A	4485	2
A	4490	2
A	4494	2
A	4500	4
A	4504	1
A	4508	4
A	4512	4
A	4517	2
A	4521	5
A	4526	1
A	4531	4
A	4536	4
A	4541	4
A	4545	1
A	4551	5
A	4556	1
A	4560	2
A	4566	1
A	4570	4
A	4576	2
A	4581	3
A	4585	1
A	4590	3
A	4595	3
A	4601	2
A	4605	3
A	4611	1
A	4615	2
A	4620	4
A	4624	2
A	4630	4
A	4636	1
A	4641	3
A	4645	3
A	4651	2
A	4656	4
A	4661	4
A	4666	2
A	4671	5
A	4676	2
A	4681	3
A	4687	3
A	4691	3
A	4697	4
A	4703	4
A	4709	5
A	4714	1
A	4720	5
A	4725	1
A	4731	1
A	4736	5
A	4742	2
A	4747	2
A	4752	4
A	4756	5
A	4760	3
A	4764	4
A	4770	5
A	4774	5
A	4779	5
A	4783	5
A	4789	1
A	4795	3
A	4800	3
A	4806	2
A	4812	1
A	4818	1
A	4824	1
A	4828	1
A	4833	1
A	4839	5
A	4843	4
A	4849	2
A	4855	1
A	4859	2
A	4865	4
A	4871	5
A	4875	1
A	4881	1
A	4885	1
A	4891	3
A	4897	5
A	4902	3
A	4908	1
A	4913	4
A	4917	5
A	4922	4
A	4927	5
A	4932	4
A	4938	5
A	4944	3
A	4949	3
A	4954	4
A	4958	4
A	4964	1
A	4968	1
A	4973	1
A	4978	3
A	4982	2
A	4988	1
A	4992	4
A	4996	3
A	5000	5
A	5004	3
A	5010	4
A	5014	1
A	5019	5
A	5024	4
A	5029	4
A	5034	2
A	5040	4
A	5046	5
A	5050	2
A	5055	1
A	5060	2
A	5066	5
A	5072	4
A	5077	3
A	5082	1
A	5087	4
A	5092	5
A	5096	3
A	5100	1
A	5106	2
A	5110	2
A	5114	1
A	5120	5
A	5124	3
A	5128	5
A	5132	4
A	5136	2
A	5142	4
A	5148	4
A	5153	3
A	5157	2
A	5161	1
A	5166	2
A	5170	3
A	5174	1
A	5179	3
A	5184	5
A	5189	1
A	5194	2
A	5198	5
A	5202	5
A	5208	2
A	5212	3
A	5218	5
A	5223	4
A	5229	2
A	5234	1
A	5240	5
A	5244	5
A	5250	4
A	5256	5
A	5261	2
A	5267	2
A	5273	4
A	5277	2
A	5281	4
A	5287	4
A	5291	5
A	5297	5
A	5303	3
A	5307	2
A	5312	2
A	5316	3
A	5322	1
A	5327	1
A	5332	1
A	5338	1
A	5344	3
A	5349	5
A	5355	5
A	5361	3
A	5367	2
A	5372	4
A	5376	2
A	5380	3
